"","V1","V2","V3","V4"
"87",206.785399463775,15.800592436796,217.171963911136,197.330802895914
"88",205.955408746023,15.7335802644012,216.330102745384,196.561076319076
"89",205.018238446184,15.6586655924333,215.374445387452,195.689329976116
"90",203.677984926514,15.5532622353793,213.992172061673,194.433949583038
"91",202.224749325934,15.4395309256057,212.487176956825,193.071020581428
"92",200.750097323499,15.3244487297972,210.956361362956,191.686064633053
"93",199.563274876779,15.2315955089756,209.725949839378,190.572795850254
"94",198.481013389864,15.1469492748131,208.604087129178,189.555892222577
"95",197.590663818312,15.0771441202517,207.682634186483,188.719460338014
"96",196.835378100671,15.0178090527307,206.901857629127,188.010102360496
"97",196.170992291439,14.9655464805582,206.215738344185,187.386205110767
"98",195.678362194119,14.9265049620883,205.709833288832,186.925365071334
"99",195.130336148,14.8833474853078,205.145516550897,186.411052336112
"100",194.472039983578,14.8318888501877,204.464678651503,185.7913696396
"101",193.558042268621,14.7610399611996,203.513811504702,184.927626086307
"102",192.337252059896,14.6669058176886,202.238916465723,183.770723075317
"103",190.912243986451,14.5573055127144,200.748039761005,182.418032283119
"104",189.499142862957,14.4487112933524,199.268825794819,181.075539869229
"105",188.417429136128,14.3654707182345,198.13748409337,180.04841970933
"106",187.556605303849,14.2991451726044,197.237891289574,179.231322769633
"107",186.839486931881,14.2438379384079,196.488921076516,178.550797508372
"108",186.164766490972,14.1918159136569,195.784175487019,177.910244379332
"109",185.540338682188,14.1436743993605,195.132129923391,177.317353530577
"110",185.072493012217,14.1075119592631,194.644621321384,176.87387247877
"111",184.621312247291,14.0726611544788,194.174379694612,176.446264202103
"112",183.976109097168,14.0230620971504,193.499637065747,175.833251002716
"113",183.086344616405,13.9548623608234,192.567154062343,174.986438423464
"114",181.991381934717,13.8710608283597,191.418392158287,173.94324676604
"115",180.74393232161,13.7756725902262,190.108913277037,172.753886748434
"116",179.595580797506,13.6878691531547,188.903420944586,171.658780551635
"117",178.71329539736,13.6203714670818,187.977568809275,170.817592088893
"118",178.026306592144,13.5677813099446,187.256945001264,170.162784682069
"119",177.420335260231,13.5213855406368,186.621396480007,169.585206516661
"120",176.877696775044,13.4798339504941,186.052377591493,169.068011215192
"121",176.406921502507,13.4437752050587,185.558877607984,168.619412569955
"122",176.042589721887,13.4158438012138,185.177235495656,168.272524020715
"123",175.694163799348,13.3891393904511,184.81216470558,167.940831895012
"124",175.266411105409,13.3564039194925,184.363468622706,167.533280046773
"125",174.654879903807,13.3096767533328,183.721294553411,166.949963310603
"126",173.798300058504,13.2442879591789,182.821229417407,166.132259498818
"127",172.817290323705,13.1694283456169,181.790180095915,165.195450817628
"128",171.912160756476,13.1003611681429,180.838867812183,164.331034126335
"129",171.201655405382,13.0461337192393,180.092212673415,163.652551511501
"130",170.694068537742,13.007376682131,179.558958388061,163.167960671725
"131",170.311015088754,12.9781158786501,179.156668493846,162.802355165461
"132",169.95506666831,12.9509264560883,178.782860073192,162.462623545185
"133",169.700511544042,12.9314690243385,178.515669140767,162.219798702361
"134",169.508958423101,12.9168178011201,178.3146948983,162.037190823443
"135",169.335990688455,12.9035878548807,178.133207469965,161.872333295125
"136",169.05814202434,12.882370563142,177.841333568421,161.607182614805
"137",168.671012399378,12.852830289193,177.434457208366,161.237515625277
"138",168.086387943975,12.8082447244773,176.819790447822,160.67900102287
"139",167.444885191026,12.7593285388521,176.145259726631,160.066064637311
"140",166.830633274464,12.7124919659827,175.499368898074,159.479139115947
"141",166.369420699822,12.6773196759795,175.014448563683,159.038479800436
"142",166.037941961573,12.6520354455128,174.665988555301,158.721816287099
"143",165.783923784416,12.6326558453715,174.399001311078,158.479186309835
"144",165.594074913239,12.6181679536213,174.199501680979,158.297890917229
"145",165.450961784635,12.6072432320703,174.049145411899,158.161267591277
"146",165.369377483845,12.6010087750336,173.96349268888,158.083455169662
"147",165.259490396073,12.592619339712,173.848046001745,157.97857395854
"148",165.109663473407,12.581188047771,173.690567852575,157.835494338854
"149",164.886172849983,12.5641450281534,173.455585030542,157.621976722876
"150",164.604080805341,12.5426378685675,173.158944255785,157.352421916093
"151",164.304644117437,12.5198101484423,172.844047805575,157.066272687457
"152",164.072913160967,12.5021424713152,172.600368328895,156.84483586081
"153",163.91615675241,12.4901886034275,172.435554418938,156.69506285006
"154",163.819193186983,12.4827916457782,172.333635956633,156.60244340309
"155",163.761441076045,12.4783832772384,172.272960841728,156.547305038172
"156",163.724107451443,12.4755314612007,172.233757854436,156.511683608644
"157",163.704454251817,12.4740275170741,172.213146101867,156.492960845872
"158",163.701783475902,12.4738182053075,172.210392164429,156.490467580506
"159",163.718641388397,12.4750974894866,172.228176145662,156.506636265605
"160",163.743305151316,12.4769720501581,172.254167096622,156.530260048977
"161",163.78016895344,12.4797766618491,172.292988276503,156.565540300555
"162",163.848969359521,12.4850151659229,172.3654026328,156.631345412125
"163",163.981065258865,12.4950770107511,172.504399698423,156.757654063562
"164",164.150453199965,12.5079807417858,172.68262507725,156.919609252393
"165",164.311786336782,12.5202709848236,172.852375084749,157.07386256434
"166",164.450581250083,12.5308441146584,172.998413134289,157.206569301369
"167",164.579979512081,12.5407014836012,173.134563378958,157.330292445207
"168",164.696258189757,12.549559395757,173.256909205058,157.441472775806
"169",164.83521840574,12.5601458140495,173.403112906384,157.574333762476
"170",164.908175815356,12.5657031317945,173.479880952061,157.644097003843
"171",165.007896050136,12.5732999023876,173.584801210268,157.739441725387
"172",165.2023487729,12.5881152688413,173.789376587689,157.925343852322
"173",165.489832654804,12.6100195726171,174.091817544456,158.200177440887
"174",165.915310063883,12.6424388454128,174.539423802705,158.606924736569
"175",166.45961881947,12.683912950359,175.112037387333,159.127267998916
"176",166.998835371327,12.7249991345836,175.679293390724,159.642742688946
"177",167.409856042526,12.75631712373,176.111689191205,160.035667936818
"178",167.736014804815,12.7811688824752,176.454811048932,160.347468991199
"179",167.99377378357,12.8008087894721,176.72597671463,160.59388273927
"180",168.19232704092,12.8159374091936,176.934858240229,160.783698039331
"181",168.373761130253,12.8297616507961,177.125729976672,160.957147408237
"182",168.497127307573,12.8391612906104,177.255514831501,161.075085785398
"183",168.602018278239,12.84715321111,177.365863606173,161.175361960482
"184",168.847854646294,12.8658849524296,177.624483583298,161.410374457882
"185",169.305477257925,12.9007544452201,178.105897979384,161.847843852913
"186",169.996877513516,12.9534373863772,178.833241387065,162.508792999083
"187",170.938084320572,13.0251551435234,179.823375928625,163.408544882239
"188",171.910877784354,13.0992797749319,180.846738705441,164.338491929536
"189",172.715593526777,13.1605972358645,181.693286808019,165.107764675781
"190",173.443088171469,13.2160306258492,182.458599528013,165.803217625519
"191",174.065506947638,13.2634574629699,183.11337424089,166.398222887678
"192",174.491316773213,13.2959031002383,183.56132005649,166.805279186481
"193",174.853472712007,13.3234984561819,183.942303045259,167.1514851253
"194",175.099200434014,13.3422222261452,184.200805714965,167.386391017164
"195",175.363908235852,13.3623922598041,184.479274871368,167.639440711871
"196",175.926518937807,13.4052619368791,185.07113169785,168.177271030927
"197",176.756387683867,13.4684961760425,185.944138460537,168.970587021386
"198",177.985665945513,13.56216466298,187.237315845793,170.145719166858
"199",179.543282937665,13.6808519392927,188.87589882494,171.634727260274
"200",181.0214743487,13.7934871497761,190.430927584232,173.047808283403
"201",182.188537462072,13.8824149940935,191.658655545168,174.163465588067
"202",183.022402736524,13.9459538156029,192.535866001369,174.960601725527
"203",183.603958862158,13.9902671759808,193.147652233507,175.516542361325
"204",184.077027404398,14.0263140002165,193.645311635468,175.968773977224
"205",184.534343226657,14.0611605050215,194.126399420646,176.405946646408
"206",184.784995947706,14.0802596873803,194.390081736021,176.645559254067
"207",184.996196663907,14.0963527092403,194.612261285198,176.847457574402
"208",185.491950566891,14.1341281394782,195.133784993419,177.321374988791
"209",186.473272472342,14.2089029178216,196.166116392676,178.259472001365
"210",188.012250898053,14.3261700492696,197.785091148793,179.73066177979
"211",189.877260634444,14.4682801400418,199.747044217225,181.513521780932
"212",191.66347369434,14.6043860798769,201.626104729035,183.221055932408
"213",193.035215915281,14.708910146543,203.069150244628,184.532375881514
"214",193.99610393372,14.7821279206838,204.07998539677,185.45093894881
"215",194.679737875287,14.8342194733535,204.799154825223,186.104460420745
"216",195.091334149564,14.865582284683,205.232146090945,186.497926936143
"217",195.405164849318,14.8894955508271,205.562289921252,186.797934234597
"218",195.542795628903,14.8999827261634,205.70707497089,186.929502862347
"219",195.849730293037,14.9233705320044,206.029964273209,187.222917836417
"220",196.580043314346,14.9790189513586,206.798239048573,187.92106213253
"221",197.717270846324,15.0656734707374,207.99457966297,189.008197110722
"222",199.657622349541,15.2135244841632,210.035790474594,190.863079953344
"223",202.063726349874,15.396864937867,212.566963500612,193.163199765143
"224",204.340393833713,15.5703425806024,214.961971908391,195.33958448535
"225",205.939940561014,15.6922249330944,216.644662928066,196.868674329544
"226",206.942404957851,15.7686107685303,217.699235370154,197.826982179982
"227",207.606695364473,15.8192284013527,218.398055586456,198.462011953015
"228",208.204487341564,15.8647789834371,219.026920787499,199.033472415113
"229",208.267599676677,15.8695880124322,219.093313783042,199.093804855203
"230",208.14444739768,15.8602040391103,218.963760154961,198.97607727823
"231",208.025708903338,15.8511563883598,218.838849732893,198.862569061115
"232",208.495123172628,15.8869248404915,219.33266414824,199.311306584206
"233",209.647291810448,15.974717854595,220.544722381368,200.412724431471
"234",211.753260295094,16.1351885713916,222.760158809043,202.425929039964
"235",214.249728712483,16.3254146276381,225.386393284394,204.812432792817
"236",216.573618852469,16.5024905535615,227.831078888313,207.033960010906
"237",218.278560530879,16.6324038051124,229.624643190572,208.663802273073
"238",219.4454259168,16.721316685033,230.852162082157,209.779269482165
"239",220.106768452379,16.7717097025937,231.547881127862,210.4114811632
"240",220.794965477017,16.8241489805339,232.271850551673,211.06936444032
"241",221.053205133226,16.8438263395333,232.543513493132,211.316229155938
"242",221.134302865866,16.8500058271084,232.628826701348,211.393754712843
"243",221.375306501699,16.8683698352165,232.882357692277,211.624142618448
"244",221.909685692656,16.9090884929517,233.444513847834,212.134983439038
"245",223.362018620457,17.0197534487169,234.97233881878,213.52334386791
"246",225.742612986496,17.2011501293656,237.476676099547,215.799077571657
"247",228.906526322362,17.4422341993417,240.80504913706,218.823626523582
"248",231.779114998415,17.6611198942892,243.826954506554,221.569683114612
"249",233.802173514807,17.8152730356688,245.955171280055,223.503629742012
"250",235.204104219302,17.922097440249,247.429974121082,224.843808062004
"251",236.055941027336,17.9870057548788,248.326089276154,225.658123080528
"252",236.787942962747,18.0427828842865,249.096140561131,226.35788172503
"253",236.948465615222,18.0550143986862,249.265007164949,226.511333667838
"254",237.085689591061,18.0654705991166,249.409364029921,226.642513196041
"255",237.417787564798,18.0907758210339,249.758724409627,226.959982890421
"256",238.020240232576,18.136681547361,250.392492474192,227.535898665154
"257",239.699828936587,18.2646629545984,252.159385925042,229.141504669613
"258",242.2948505073,18.4623985742384,254.889296289159,231.622220453159
"259",245.626886190022,18.7162932425452,258.394530635004,234.807486269946
"260",248.561231326651,18.9398846611286,261.481402546304,237.612579056696
"261",250.690401300226,19.1021232909861,263.721246423909,239.647963123424
"262",251.957757353258,19.1986933684397,265.0544794372,240.859494542871
"263",252.736460145668,19.2580290134083,265.873659074794,241.603896953521
"264",253.462972105987,19.3133878180366,266.637935009263,242.298407439265
"265",253.51809896645,19.3175883777626,266.695927358334,242.3511060691
"266",253.440094993177,19.3116446257048,266.613868754841,242.276538026483
"267",253.467453716858,19.3137293072208,266.642649583328,242.302691653024
"268",253.964778802183,19.3516245157513,267.165825546053,242.778110511377
"269",255.79503828453,19.491086745041,269.091221612666,244.527750526723
"270",258.58841490337,19.7039366357305,272.029797483328,247.198084189604
"271",262.059036485747,19.9683912816333,275.68082139737,250.515831455769
"272",265.262598463608,20.2124965026633,279.050903993167,253.578282587841
"273",267.586094662717,20.389542415012,281.49517513802,255.799433174446
"274",269.220592713716,20.5140880022626,283.214634126079,257.361934678409
"275",270.33878634175,20.599292191967,284.390951273451,258.43087399285
"276",270.880175908465,20.6405450287993,284.960482180683,258.948416374099
"277",271.081419723963,20.6558794178608,285.172186617274,259.140795781207
"278",271.104890648329,20.6576678567647,285.196877557436,259.163232856799
"279",271.243977413967,20.6682659989712,285.343194030864,259.296193114386
"280",272.061332746025,20.7305468929401,286.203035357348,260.077545490508
"281",274.170360821492,20.8912507495151,288.421690360515,262.093674868079
"282",277.666164854906,21.1576242495392,292.099205704119,265.435495344887
"283",281.779034288356,21.4710169385215,296.425861404094,269.367200657635
"284",285.405327498735,21.747333461235,300.240648730193,272.833762509799
"285",287.785016676976,21.9286611699083,302.744033754838,275.108630880133
"286",289.261572842177,22.0411718912977,304.2973410633,276.520147538833
"287",290.14157688732,22.1082264959622,305.223087572146,277.361389070283
"288",290.737791511278,22.1536568961024,305.850293333069,277.93134156789
"289",290.926977868085,22.1680725302244,306.049313565483,278.112194623811
"290",290.756686896558,22.1550966878153,305.87017089806,277.949404647921
"291",290.628472379987,22.1453269898244,305.735291812654,277.826837738674
"292",291.485966463102,22.2106663789741,306.637358295213,278.646560829198
"293",293.542724731047,22.3673873774456,308.801026514518,280.612722784942
"294",297.048585665489,22.6345271938983,312.489121514776,283.964157174899
"295",301.451809755723,22.9700443456865,317.121224457711,288.173427570498
"296",305.390928611547,23.2701975770402,321.265098053686,291.939035689643
"297",308.083405434754,23.4753590987896,324.097529372475,294.51291400034
"298",309.756736166951,23.6028636612931,325.857839556714,296.112537678156
"299",310.944706156855,23.6933846748084,327.107560028358,297.248179836568
"300",311.45700333736,23.7324207282327,327.646486330851,297.737911295149
"301",311.959255268637,23.7706913531129,328.174845233724,298.218039978724
"302",311.481900630725,23.7343178537683,327.672677781606,297.761711910065
"303",311.000091762293,23.6976049506817,327.165824568799,297.301125811306
"304",311.325984521648,23.7224373480648,327.508657179427,297.612663610954
"305",313.014052870094,23.8510648884044,329.284471038661,299.226375740815
"306",316.128267653738,24.0883620263374,332.560562186501,302.203415252194
"307",320.387006208313,24.4128696600185,337.040669259651,306.274564426647
"308",324.216125099939,24.7046411070518,341.06882511155,309.935017871904
"309",326.858475470878,24.9059830901848,343.848524413341,312.460977705664
"310",328.354554136089,25.0199813883228,345.422368997656,313.891156934765
"311",329.212059701832,25.0853216524475,346.324447559484,314.710891001904
"312",329.816190802145,25.1313552727953,346.959981293497,315.288411269688
"313",330.20177266929,25.1607358646491,347.365605641712,315.65700898475
"314",330.013600942614,25.1463975433405,347.167652780161,315.477125866844
"315",329.761553264129,25.127191998157,346.902503705495,315.236180412015
"316",330.500380390775,25.1834891949648,347.679734942769,315.94246360086
"317",332.618443213355,25.3448814818444,349.907894317004,317.967229761324
"318",336.227821710871,25.6199091362286,353.704887705785,321.417621961275
"319",341.150763842107,25.9950277966734,358.883723546492,326.123717800789
"320",345.3501249266,26.3150109820827,363.301366718542,330.138104970398
"321",348.085870041914,26.5234694639446,366.179315407877,332.753345686614
"322",349.500430312814,26.6312562182448,367.667404285329,334.105597252491
"323",350.655583428913,26.719276649516,368.882602067415,335.209868058203
"324",351.28355293446,26.7671267101984,369.543213322952,335.810176694517
"325",351.033929102158,26.7481058574038,369.280614085569,335.57154832001
"326",350.832574917553,26.7327630583222,369.068793544102,335.379063406493
"327",350.605130677628,26.7154322475311,368.829526790598,335.161637655257
"328",351.42878271386,26.7781929382451,369.695992122066,335.949009376804
"329",353.855121941071,26.9630752903901,372.248452056921,338.268472949201
"330",357.58536575577,27.2473126479709,376.172593321862,341.834406577652
"331",362.396641442223,27.6139225414911,381.233958314629,346.433754668105
"332",366.817344737666,27.9507715748962,385.884449028759,350.659734342811
"333",369.734673472623,28.173066377062,388.953420023934,353.448560263582
"334",371.399769817188,28.2999434951825,390.705067798288,355.040312262823
"335",372.60775643136,28.3919897367315,391.975845354839,356.195089350914
"336",373.423264205549,28.4541298504441,392.833743086878,356.974675549755
"337",373.926902814461,28.4925061374867,393.363560746537,357.456129830315
"338",373.388040030089,28.4514458364612,392.796687964672,356.941002932625
"339",372.945348664402,28.4177136113684,392.330985575765,356.517811284483
"340",373.443583015843,28.4556781044535,392.855118065552,356.994099354893
"341",375.760098921162,28.6321921320696,395.292046080586,359.208577115049
"342",379.785618725595,28.938928948466,399.526811731867,363.05678038424
"343",384.192056095828,29.2746909459868,404.162294980374,367.269122520761
"344",388.756351739365,29.6224814383473,408.963841948855,371.632369572152
"345",391.691554954102,29.8461382412709,412.051616536279,374.438282635666
"346",393.411623125452,29.9772041061769,413.861093563786,376.082585056668
"347",394.129275768183,30.0318878483031,414.616049670982,376.768626457549
"348",394.953545315131,30.0946955921389,415.483164611262,377.556588489625
"349",395.227470684503,30.1155681750134,415.771328575567,377.818447964462
"350",394.601422019842,30.0678644786866,415.112738005919,377.219975559641
"351",393.9436828983,30.0177460308927,414.420809714736,376.591208602638
"352",394.399807025096,30.0525018063781,414.900643097435,377.027241324167
"353",396.482753212498,30.2112182736392,417.091860479638,379.018437670806
"354",400.383666824738,30.5084603394064,421.195542929673,382.747523414941
"355",405.335999560631,30.8858185070328,426.405297093737,387.481715258536
"356",409.728403704281,31.2205111998539,431.026017670886,391.680642305567
"357",412.537164216792,31.4345333136389,433.980777085547,394.365682228787
"358",414.201916135109,31.5613841871464,435.732062530429,395.957104973099
"359",414.922534887851,31.6162939411137,436.490138925537,396.645981832452
"360",414.881173918022,31.6131423152803,436.446628019408,396.606442735133
"361",414.671689051816,31.5971799740013,436.226254164858,396.406185281154
"362",413.898129219779,31.5382362122764,435.412484822,395.666699296939
"363",413.369002525882,31.497917782498,434.855854210962,395.160879633346
"364",413.939152852444,31.5413621336708,435.455640856236,395.70591591616
"365",415.878107952557,31.689106758822,437.495382518491,397.559463710621
"366",420.016915341045,32.0044758698187,441.849324423515,401.51596446001
"367",425.197219057884,32.3992049848813,447.298899462025,406.468085593927
"368",429.694620531095,32.7418982709586,452.030075112382,410.767385036698
"369",432.850558785294,32.9823746565849,455.350058509736,413.784310178586
"370",434.786441401041,33.1298851643752,457.3865679804,415.634920825808
"371",435.482716004293,33.1829399412773,458.119034821195,416.300525849422
"372",436.214360493253,33.2386898350005,458.888710068447,416.999942782161
"373",436.694340315406,33.2752633682918,459.39363916156,417.458780400777
"374",436.103358655682,33.2302317098577,458.771938373906,416.893830365635
"375",435.997056842922,33.2221317175071,458.66011101068,416.792210946714
"376",436.945815105333,33.294425260473,459.658185569051,417.699178201739
"377",439.560611603658,33.4936676918574,462.408898752476,420.198797858817
"378",444.236520193691,33.849962874678,467.327860289762,424.668741517466
"379",450.160347683064,34.301347061876,473.559607342272,430.331635607718
"380",455.247228233239,34.6889575124896,478.910903093522,435.1944486888
"381",458.663300162228,34.9492555805618,482.504541870619,438.460049109009
"382",460.604659767043,35.0971834243165,484.546813023327,440.315895494287
"383",461.739694704617,35.1836708893309,485.740846887314,441.400934289179
"384",461.967230743224,35.2010086950028,485.980210211191,441.618447795549
"385",461.999817375219,35.2034917332789,486.014490690873,441.649599048026
"386",461.993339343703,35.2029981198177,486.00767593236,441.643406361548
"387",461.596663519932,35.1727721899412,485.590380965547,441.264203357712
"388",462.775301415073,35.2625821159144,486.830284261549,442.390924482341
"389",465.719817319796,35.4869485277874,489.927855611027,445.205740029456
"390",470.386487950039,35.8425397959551,494.837099000916,449.666852642974
"391",476.285638118573,36.292043619076,501.042886009573,455.306156401705
"392",481.213607563072,36.6675453510613,506.227010482426,460.017058110821
"393",484.230962998868,36.8974619941974,509.401207549631,462.901504745401
"394",485.880185754759,37.02312957559,511.136156628819,464.478082357528
"395",487.155597669057,37.1203134944854,512.477864241325,465.697314788767
"396",487.771703636433,37.1672595765262,513.125995293945,466.286282453319
"397",487.284465200931,37.1301329509493,512.613430285975,465.820505949547
"398",486.011018690112,37.0330987919942,511.273790238292,464.603152349479
"399",485.081798402287,36.9622940048696,510.296269235161,463.714862458204
"400",485.898185801796,37.0245011443292,511.155092315293,464.49528953653
"401",489.05044275685,37.2646970220871,514.471203060188,467.508695533539
"402",494.460861068561,37.6769604238175,520.162854011763,472.680795149564
"403",500.919935625986,38.1691294014564,526.957670185492,478.855359686655
"404",506.486741143033,38.5933092054951,532.813837323206,484.176957947343
"405",509.939109187196,38.8563729672805,536.445658881479,487.477255707488
"406",511.821392338063,38.9997992996062,538.425782796034,489.276627844902
"407",512.622532259711,39.0608446107692,539.268565836954,490.042479067934
"408",512.840127367594,39.0774249367639,539.497471502188,490.250489522781
"409",512.721337688228,39.0683733931522,539.372507155137,490.136932304163
"410",511.875722641865,39.003939163582,538.48293717995,489.328565001559
"411",511.21925889064,38.9539178965374,537.792350552619,488.701017237222
"412",511.516289827095,38.9765510788955,538.104821107523,488.984964522603
"413",514.688624990192,39.2182768772383,541.44205372236,492.017564320558
"414",519.903747687318,39.6156591311954,546.928257625933,497.002970724521
"415",526.632126213734,40.1283485499461,554.006376143967,503.434976900016
"416",532.120755478272,40.5465714748791,559.780303440628,508.681842424289
"417",535.909073207927,40.8352339523593,563.765537292913,512.303291921551
"418",538.048963391833,40.9982894419204,566.016658611043,514.348923989325
"419",538.675577971306,41.0460362598602,566.675844511661,514.947937381483
"420",539.265413306483,41.0909805705829,567.296339389011,515.511791585507
"421",538.958273115415,41.0675770825931,566.973234102129,515.218180339063
"422",538.335144570428,41.0200958937328,566.317715439487,514.622499428164
"423",537.365935061177,40.9462440053477,565.298126581881,513.695981765048
"424",537.820750751634,40.980900080517,565.776583515936,514.130763684384
"425",541.032756048085,41.225648666227,569.155548311031,517.201286221335
"426",545.91825908609,41.597914540245,574.294998980676,521.87159208886
"427",552.029347394796,42.0635676393719,580.72374063862,527.713498513457
"428",557.271727259873,42.4630268367617,586.238618533181,532.724961458665
"429",560.497361358556,42.7088139108188,589.631920553369,535.80851247488
"430",561.862323999732,42.8128214217478,591.067833724574,537.113351092817
"431",561.922497950743,42.8174065603287,591.131135507505,537.170874495074
"432",561.656042348584,42.7971031592556,590.850829587666,536.91615575833
"433",560.736353622423,42.7270246586783,589.883335595182,536.036977581452
"434",559.146630186999,42.6058908103251,588.210978601198,534.517278457238
"435",557.949839612831,42.5146976853504,586.951979052945,533.373204244765
"436",558.470436732791,42.5543661781065,587.499636724218,533.870870046025
"437",561.027007178601,42.7491718970048,590.189097274647,536.314828398098
"438",565.744768014488,43.1086561399408,595.152086530534,540.824780790312
"439",571.959201562237,43.5821839462246,601.68954529578,546.765480291595
"440",577.048620635713,43.9699878273997,607.043511522349,551.630720078828
"441",579.98801144893,44.1939637172211,610.135691378919,554.440636285025
"442",581.189260581486,44.285496575714,611.399381240679,555.588972664818
