"","x"
"1",NA
"2",NA
"3",NA
"4",NA
"5",NA
"6",NA
"7",NA
"8",NA
"9",NA
"10",4.80743159668225
"11",1.61471339521645
"12",1.19201596185764
"13",2.91721944981999
"14",3.75268416145754
"15",3.6792626432762
"16",2.75076314450229
"17",1.10238885690851
"18",1.17694591965303
"19",2.89020574572728
"20",3.90772653468478
"21",3.61033518123259
"22",2.34552905909516
"23",0.745519439833812
"24",1.39993417474353
"25",2.73360522188627
"26",3.52043848939381
"27",3.55075541029971
"28",2.68672419445766
"29",1.17682308593707
"30",1.1797908561861
"31",2.97369974360214
"32",4.04057619127556
"33",3.86829485188136
"34",2.64191341939674
"35",0.981335453944905
"36",1.33095897502788
"37",2.81428688841358
"38",3.65750358640951
"39",3.67407004650951
"40",2.7073781248386
"41",1.14621507605565
"42",1.18443508670212
"43",2.9457367972265
"44",3.87363250639781
"45",3.68739302525033
"46",2.5271829666368
"47",0.917184929446692
"48",1.32442629089189
"49",2.79250241920471
"50",3.6315823625219
"51",3.55213954049175
"52",2.57484251832219
"53",1.06291038752053
"54",1.2374613140238
"55",2.8661637779101
"56",3.85324416833724
"57",3.67806690051816
"58",2.52482884463148
"59",0.894758651132252
"60",1.30630373392413
"61",2.72079728695419
"62",3.57502397964609
"63",3.59482911542356
"64",2.66290234529982
"65",1.0699850181391
"66",1.28464269516497
"67",2.99612567324885
"68",3.95209502481305
"69",3.74662757878523
"70",2.53996515681663
"71",0.871041295882928
"72",1.46604334696476
"73",2.91549884350381
"74",3.69356789062614
"75",3.55780479908659
"76",2.54909207627254
"77",0.985074318877214
"78",1.34610808475639
"79",3.03969146369987
"80",3.9237663897458
"81",3.68021759495289
"82",2.48817371291434
"83",0.909312983123672
"84",1.45262952566296
"85",2.86988466978811
"86",3.64707321415654
"87",3.49327584340147
"88",2.49990740469712
"89",1.07024268215136
"90",1.37431647258195
"91",2.88989977477366
"92",3.76103603492388
"93",3.4799649278789
"94",2.35084792552769
"95",0.813993734804291
"96",1.47184876870997
"97",2.8792802786875
"98",3.69194475553037
"99",3.58292102471287
"100",2.63691848613134
"101",1.18925941522709
"102",1.38884377435882
"103",2.98554528392277
"104",3.93749870352486
"105",3.7344240372813
"106",2.5937700651914
"107",1.21054613210594
"108",1.65597794451005
"109",2.93355835521526
"110",3.70081061953851
"111",3.61446229012734
"112",2.60078276225891
"113",1.10711488887131
"114",1.52573506697672
"115",3.07982398829079
"116",3.90671821725837
"117",3.62588870061264
"118",2.45245029207761
"119",1.05187073960948
"120",1.62140554466433
"121",2.91970958301443
"122",3.61750117949482
"123",3.46404457788173
"124",2.54358451186201
"125",1.27486783325256
"126",1.5257114973803
"127",2.99275492784023
"128",3.83893344712612
"129",3.63388002210516
"130",2.5311720298209
"131",1.30026337229623
"132",1.76680732307807
"133",3.08520290576014
"134",3.84714013580773
"135",3.82038357133262
"136",3.00299795514233
"137",2.12874348538664
"138",2.221687960894
"139",3.39510393948587
"140",4.19488117410738
"141",4.13357684235784
"142",3.30674187208071
"143",2.3429474430128
"144",2.46392370652436
"145",3.41312478428265
"146",4.18352745713104
"147",4.06357648472071
"148",3.23709662334326
"149",2.20684878299328
"150",2.30471258665065
"151",3.38884353365658
"152",4.16642440961518
"153",4.04697545275792
"154",3.15094138169257
"155",2.14560408614376
"156",2.15195350375199
"157",3.01870352519295
"158",3.5700482420801
"159",3.50028194783326
"160",2.68653192528033
"161",1.55329838979122
"162",1.63617334621518
"163",2.96978466252994
"164",3.80857777628353
"165",3.58638207736288
"166",2.49845934863951
"167",1.13921816203353
"168",1.59803887817159
"169",2.83408681030034
"170",3.59955353458463
"171",3.51999304243774
"172",2.52447294592843
"173",1.15994413697692
"174",1.47504419420293
"175",2.94843496426514
"176",3.7367458259011
"177",3.53378777457553
"178",2.6357103955909
"179",1.80271599886727
"180",2.33486374719971
"181",3.38231273749933
"182",4.1537586461997
"183",4.48600117129001
"184",4.3253659853858
"185",4.1197598409607
"186",4.39876153499873
"187",4.9315709317241
"188",5.50438370072761
"189",5.71083846522184
"190",5.15623679980202
"191",4.28463583713361
"192",4.08159027817503
"193",4.37296817371092
"194",4.89064058455477
"195",4.97894123621348
"196",4.15750726134026
"197",3.21266761456894
"198",2.79310751637274
"199",3.40826791813287
"200",4.11266963549884
"201",3.9847824823129
"202",3.06450902368737
"203",1.98533933816894
"204",2.01363759781368
"205",2.98144826878898
"206",3.71172172193712
"207",3.65965530154153
"208",2.8043414787626
"209",1.51931591868437
"210",1.60042642890991
"211",3.08170421465149
"212",3.94457817056712
"213",3.71965923499046
"214",2.61624960851461
"215",1.24748898486552
"216",1.7192485475173
"217",3.04937260247329
"218",3.82095593310428
"219",3.66162021211881
"220",2.60729998547317
"221",1.30426432178493
"222",1.64022164946445
"223",3.30955523171906
"224",4.22819958002471
"225",3.84751105285355
"226",2.53029882963119
"227",1.02671583755563
"228",1.84567088037992
"229",3.26940374964992
"230",4.01416726408712
"231",3.95843192738823
"232",3.16619397877547
"233",2.34127351431975
"234",2.39170675005945
"235",3.61934622251506
"236",4.56210879710613
"237",4.83222196131157
"238",4.54444319921412
"239",4.3020309964592
"240",3.96980159139565
"241",4.56924942653342
"242",5.20266278809574
"243",5.33039287693667
"244",5.31506934853332
"245",4.96333113977503
"246",4.79284857678964
"247",4.89052492779167
"248",5.42160858311546
"249",5.70438942687148
"250",5.40997502768189
"251",4.97357727149613
"252",4.47392775766486
"253",5.00331745317049
"254",5.3982387329526
"255",5.32686529536613
"256",5.19604341267021
"257",4.63481418654129
"258",4.47746163529262
"259",4.73906223662378
"260",5.39786477629547
"261",5.68949596026325
"262",5.66576613138055
"263",5.40239869392115
"264",4.90328553272301
"265",5.47534754320439
"266",6.07169744680743
"267",6.46027276295123
"268",6.74627382979382
"269",6.34754196943499
"270",6.23307885069201
"271",6.42950190966422
"272",6.96093742239824
"273",7.42582997664901
"274",7.34439615620606
"275",6.82992010723611
"276",6.59683216487889
"277",6.72356996308114
"278",7.03352627493147
"279",7.25739964373758
"280",7.15886442109567
"281",6.52339775340004
"282",5.66813634592117
"283",5.49771465135312
"284",5.87759756765169
"285",6.2146653809873
"286",6.06407806324228
"287",5.55609015489511
"288",5.01905726782313
"289",5.14222930434923
"290",5.62835677107315
"291",5.98609775223244
"292",5.70633459800801
"293",5.26813099580245
"294",4.80340159851967
"295",4.82184246074841
"296",5.25641707763751
"297",5.33712688304534
"298",4.83098421448122
"299",3.74153221002169
"300",3.37023795467203
"301",3.62878744169147
"302",4.41870804888284
"303",4.69854853722409
"304",4.5499208511754
"305",4.25904501262268
"306",4.28962956793297
"307",4.64015898769553
"308",5.4043832182803
"309",5.95061453342755
"310",6.23635021081319
"311",6.11471007327927
"312",5.67620797806501
"313",5.45541326611828
"314",5.88750090929474
"315",6.36256274846034
"316",6.27056306805099
"317",5.8616065110299
"318",5.42246445915894
"319",5.03329409923302
"320",5.51849326817841
"321",5.96795083909034
"322",6.24383048047863
"323",5.56523738135443
"324",4.97448831175497
"325",5.45655500192744
"326",5.75986847839302
"327",6.0919508237403
"328",5.89442504295934
"329",5.25384297950797
"330",5.01599826984687
"331",5.05313186412586
"332",5.45260789383826
"333",5.7505105715031
"334",5.66870246040857
"335",4.81151914848921
"336",3.95486515788008
"337",3.88577173265713
"338",4.60806388347993
"339",4.90033674553452
"340",4.73826132001303
"341",3.98029156787001
"342",3.44040245247514
"343",4.22376932816878
"344",4.74526961212115
"345",4.98070389788773
"346",4.79049547070287
"347",4.56907182325901
"348",3.7751608854536
"349",3.94771911377156
"350",4.71239493081045
"351",5.23729327379449
"352",5.25428857766374
"353",4.96464797994629
"354",4.58125484286414
"355",4.73720013304231
"356",5.41672516945416
"357",6.14250012464693
"358",6.49198124839207
"359",6.59542468205379
"360",6.8212767954849
"361",6.92935403969157
"362",7.68778168417014
"363",8.47844298061063
"364",9.00734585534608
"365",9.59197442954791
"366",9.24896762730661
"367",9.00597523351524
"368",9.64849838964995
"369",10.5872257231902
"370",11.1614721021103
"371",11.5628583058628
"372",10.6821362495629
"373",9.69916195490002
"374",10.1826653294099
"375",10.5296605752413
"376",10.6958945859597
"377",10.4582173931438
"378",9.44601775612587
"379",8.30944223431364
"380",8.26769641552435
"381",8.70097979959142
"382",8.89392381213731
"383",8.30527921071392
"384",7.77906354087254
"385",7.16326598395356
"386",6.75141567715178
"387",7.15687162771254
"388",6.75704695206667
"389",6.01718515483336
"390",5.32802518469284
"391",4.95203574566241
"392",5.36249247350224
"393",5.72453802771047
"394",5.64534598703472
"395",4.51259591968451
"396",3.68163643719926
"397",4.24592337872246
"398",5.15705487406013
"399",5.75334343888275
"400",5.52537807250917
"401",4.52323703342016
"402",3.55150938984213
"403",4.07707737773028
"404",4.79353498435261
"405",4.50543704252568
"406",3.55569477174543
"407",2.47060193149529
"408",2.7241389616636
"409",4.29500353632073
"410",5.03126788877519
"411",4.57575672375865
"412",3.31987562530321
"413",2.3671416228799
"414",3.40474410935331
"415",5.78737670171063
"416",6.55055952770558
"417",5.9497995269123
"418",4.81699308872379
"419",4.21194558035364
"420",6.19293467209958
"421",8.17496543856015
"422",9.29184079726511
"423",8.50536112351407
"424",7.33883132095545
"425",7.54237834326605
"426",8.4663831465757
"427",10.0855409203847
"428",10.4459745558552
"429",9.17095076321236
"430",7.37328770835834
"431",6.37169661607231
"432",7.33539598473025
"433",8.47926191472911
"434",8.32958777092089
"435",7.06507258026915
"436",5.51525922898809
"437",4.26681910371949
"438",4.5818812944893
"439",6.08908225166543
"440",6.14160523216385
"441",4.68165049139317
"442",2.95149369563175
"443",1.90312770443182
"444",2.60295011228851
"445",3.92771506155658
"446",4.44776768164096
"447",4.48741854744887
"448",4.60760314120381
"449",4.77472406731752
"450",4.25524470107176
"451",4.93857556388459
"452",5.63648138565719
